file,speaker,debate,sentence_id,text,char_len,word_len,clean_text,clean_word_len,tokens,tokens_no_stop,stemmed_tokens,lemma_tokens,processed_text,neg,neu,pos,compound,sentiment
trump_1st.txt,Trump,1,422,Secretary Clinton also fought it.,33,5,secretary clinton also fought it,5,secretary clinton also fought it,fought,fought,fought,fought,0.365,0.635,0.0,-0.3182,negative
trump_1st.txt,Trump,1,423,"I mean, you know -- now, everybody in mainstream is going to say, oh, that's not true.",86,17,i mean you know now everybody in mainstream is going to say oh that is not true,17,i mean you know now everybody in mainstream is going to say oh that is not true,mean everybody mainstream true,mean everybodi mainstream true,mean everybody mainstream true,mean everybody mainstream true,0.135,0.865,0.0,-0.3252,negative
trump_1st.txt,Trump,1,424,"Look, it's true.",16,3,look it is true,4,look it is true,look true,look true,look true,look true,0.0,0.417,0.583,0.4215,positive
trump_1st.txt,Trump,1,425,"Sidney Blumenthal sent a reporter -- you just have to take a look at CNN, the last week, the interview with your former campaign manager.",137,25,sidney blumenthal sent a reporter you just have to take a look at cnn the last week the interview with your former campaign manager,24,sidney blumenthal sent a reporter you just have to take a look at cnn the last week the interview with your former campaign manager,sidney blumenthal sent reporter take look cnn last week interview former campaign manager,sidney blumenth sent report take look cnn last week interview former campaign manag,sidney blumenthal send reporter take look cnn last week interview former campaign manager,sidney blumenthal send reporter take look cnn last week interview former campaign manager,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,426,And she was involved.,21,4,and she was involved,4,and she was involved,involved,involv,involve,involve,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,427,"But just like she can't bring back jobs, she can't produce.",59,11,but just like she cannot bring back jobs she cannot produce,11,but just like she can not bring back jobs she can not produce,like bring back jobs produce,like bring back job produc,like bring back job produce,like bring back job produce,0.0,0.755,0.245,0.5023,positive
trump_1st.txt,Trump,1,428,"Well, it was very -- I say nothing.",35,8,well it was very i say nothing,7,well it was very i say nothing,nothing,noth,nothing,nothing,0.0,0.741,0.259,0.2732,positive
trump_1st.txt,Trump,1,429,"I say nothing, because I was able to get him to produce it.",59,13,i say nothing because i was able to get him to produce it,13,i say nothing because i was able to get him to produce it,nothing able get produce,noth abl get produc,nothing able get produce,nothing able get produce,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,430,He should have produced it a long time before.,46,9,he should have produced it a long time before,9,he should have produced it a long time before,produced long time,produc long time,produce long time,produce long time,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,431,I say nothing.,14,3,i say nothing,3,i say nothing,nothing,noth,nothing,nothing,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,432,But let me just tell you.,25,6,but let me just tell you,6,but let me just tell you,let tell,let tell,let tell,let tell,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,433,"When you talk about healing, I think that I've developed very, very good relationships over the last little while with the African-American community.",150,23,when you talk about healing i think that i have developed very very good relationships over the last little while with the african american community,25,when you talk about healing i think that i have developed very very good relationships over the last little while with the african american community,talk healing developed good relationships last little african american community,talk heal develop good relationship last littl african american commun,talk healing develop good relationship last little african american community,talk healing develop good relationship last little african american community,0.0,0.858,0.142,0.5379,positive
trump_1st.txt,Trump,1,434,I think you can see that.,25,6,i think you can see that,6,i think you can see that,see,see,see,see,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,435,And I feel that they really wanted me to come to that conclusion.,65,13,and i feel that they really wanted me to come to that conclusion,13,and i feel that they really wanted me to come to that conclusion,feel really wanted come conclusion,feel realli want come conclus,feel really want come conclusion,feel really want come conclusion,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,436,"And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate.",152,30,and i think i did a great job and a great service not only for the country but even for the president in getting him to produce his birth certificate,30,and i think i did a great job and a great service not only for the country but even for the president in getting him to produce his birth certificate,great job great service country even president getting produce birth certificate,great job great servic countri even presid get produc birth certif,great job great service country even president get produce birth certificate,great job great service country even president get produce birth certificate,0.0,0.825,0.175,0.6249,positive
trump_1st.txt,Trump,1,437,I would love to respond.,24,5,i would love to respond,5,i would love to respond,love respond,love respond,love respond,love respond,0.0,0.417,0.583,0.6369,positive
trump_1st.txt,Trump,1,438,"First of all, I got to watch in preparing for this some of your debates against Barack Obama.",93,18,first of all i got to watch in preparing for this some of your debates against barack obama,18,first of all i got to watch in preparing for this some of your debates against barack obama,first got watch preparing debates barack obama,first got watch prepar debat barack obama,first get watch preparing debate barack obama,first get watch preparing debate barack obama,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,439,You treated him with terrible disrespect.,41,6,you treated him with terrible disrespect,6,you treated him with terrible disrespect,treated terrible disrespect,treat terribl disrespect,treat terrible disrespect,treat terrible disrespect,0.596,0.404,0.0,-0.7096,negative
trump_1st.txt,Trump,1,440,And I watched the way you talk now about how lovely everything is and how wonderful you are.,92,18,and i watched the way you talk now about how lovely everything is and how wonderful you are,18,and i watched the way you talk now about how lovely everything is and how wonderful you are,watched way talk lovely everything wonderful,watch way talk love everyth wonder,watch way talk lovely everything wonderful,watch way talk lovely everything wonderful,0.0,0.667,0.333,0.8176,positive
trump_1st.txt,Trump,1,441,It doesn't work that way.,25,5,it does not work that way,6,it does not work that way,work way,work way,work way,work way,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,442,"You were after him, you were trying to -- you even sent out or your campaign sent out pictures of him in a certain garb, very famous pictures.",142,28,you were after him you were trying to you even sent out or your campaign sent out pictures of him in a certain garb very famous pictures,27,you were after him you were trying to you even sent out or your campaign sent out pictures of him in a certain garb very famous pictures,trying even sent campaign sent pictures certain garb famous pictures,tri even sent campaign sent pictur certain garb famou pictur,try even send campaign send picture certain garb famous picture,try even send campaign send picture certain garb famous picture,0.0,0.925,0.075,0.2732,positive
trump_1st.txt,Trump,1,443,I don't think you can deny that.,32,7,i do not think you can deny that,8,i do not think you can deny that,deny,deni,deny,deny,0.324,0.676,0.0,-0.34,negative
trump_1st.txt,Trump,1,444,"But just last week, your campaign manager said it was true.",59,11,but just last week your campaign manager said it was true,11,but just last week your campaign manager said it was true,last week campaign manager true,last week campaign manag true,last week campaign manager true,last week campaign manager true,0.0,0.73,0.27,0.5719,positive
trump_1st.txt,Trump,1,445,"So when you tried to act holier than thou, it really doesn't work.",66,13,so when you tried to act holier than thou it really does not work,14,so when you tried to act holier than thou it really does not work,tried act holier thou really work,tri act holier thou realli work,try act holier thou really work,try act holier thou really work,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,446,It really doesn't.,18,3,it really does not,4,it really does not,really,realli,really,really,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,447,"Now, as far as the lawsuit, yes, when I was very young, I went into my father's company, had a real estate company in Brooklyn and Queens, and we, along with many, many other companies throughout the country -- it was a federal lawsuit -- were sued.",249,47,now as far as the lawsuit yes when i was very young i went into my father is company had a real estate company in brooklyn and queens and we along with many many other companies throughout the country it was a federal lawsuit were sued,46,now as far as the lawsuit yes when i was very young i went into my father is company had a real estate company in brooklyn and queens and we along with many many other companies throughout the country it was a federal lawsuit were sued,far lawsuit yes young went father company real estate company brooklyn queens along many many companies throughout country federal lawsuit sued,far lawsuit ye young went father compani real estat compani brooklyn queen along mani mani compani throughout countri feder lawsuit su,far lawsuit yes young go father company real estate company brooklyn queen along many many company throughout country federal lawsuit sue,far lawsuit yes young go father company real estate company brooklyn queen along many many company throughout country federal lawsuit sue,0.082,0.86,0.058,-0.0258,neutral
trump_1st.txt,Trump,1,448,We settled the suit with zero -- with no admission of guilt.,60,12,we settled the suit with zero with no admission of guilt,11,we settled the suit with zero with no admission of guilt,settled suit zero admission guilt,settl suit zero admiss guilt,settle suit zero admission guilt,settle suit zero admission guilt,0.301,0.699,0.0,-0.5106,negative
trump_1st.txt,Trump,1,449,It was very easy to do.,23,6,it was very easy to do,6,it was very easy to do,easy,easi,easy,easy,0.0,0.61,0.39,0.4927,positive
trump_1st.txt,Trump,1,450,I notice you bring that up a lot.,33,8,i notice you bring that up a lot,8,i notice you bring that up a lot,notice bring lot,notic bring lot,notice bring lot,notice bring lot,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,451,"And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don't do on you.",125,26,and you know i also notice the very nasty commercials that you do on me in so many different ways which i do not do on you,27,and you know i also notice the very nasty commercials that you do on me in so many different ways which i do not do on you,notice nasty commercials many different ways,notic nasti commerci mani differ way,notice nasty commercial many different way,notice nasty commercial many different way,0.145,0.855,0.0,-0.5984,negative
trump_1st.txt,Trump,1,452,Maybe I'm trying to save the money.,35,7,maybe i am trying to save the money,8,maybe i am trying to save the money,maybe trying save money,mayb tri save money,maybe try save money,maybe try save money,0.0,0.652,0.348,0.4939,positive
trump_1st.txt,Trump,1,453,"But, frankly, I look -- I look at that, and I say, isn't that amazing?",70,15,but frankly i look i look at that and i say is not that amazing,15,but frankly i look i look at that and i say is not that amazing,frankly look look amazing,frankli look look amaz,frankly look look amaze,frankly look look amaze,0.272,0.728,0.0,-0.6259,negative
trump_1st.txt,Trump,1,454,"Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it's just one of those things.",156,28,because i settled that lawsuit with no admission of guilt but that was a lawsuit brought against many real estate firms and it is just one of those things,29,because i settled that lawsuit with no admission of guilt but that was a lawsuit brought against many real estate firms and it is just one of those things,settled lawsuit admission guilt lawsuit brought many real estate firms things,settl lawsuit admiss guilt lawsuit brought mani real estat firm thing,settle lawsuit admission guilt lawsuit bring many real estate firm thing,settle lawsuit admission guilt lawsuit bring many real estate firm thing,0.24,0.76,0.0,-0.6059,negative
trump_1st.txt,Trump,1,455,I'll go one step further.,25,5,i will go one step further,6,i will go one step further,step,step,step,step,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,456,"In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it.",194,32,in palm beach florida tough community a brilliant community a wealthy community probably the wealthiest community there is in the world i opened a club and really got great credit for it,32,in palm beach florida tough community a brilliant community a wealthy community probably the wealthiest community there is in the world i opened a club and really got great credit for it,palm beach florida tough community brilliant community wealthy community probably wealthiest community world opened club really got great credit,palm beach florida tough commun brilliant commun wealthi commun probabl wealthiest commun world open club realli got great credit,palm beach florida tough community brilliant community wealthy community probably wealthy community world open club really get great credit,palm beach florida tough community brilliant community wealthy community probably wealthy community world open club really get great credit,0.037,0.547,0.416,0.9455,positive
trump_1st.txt,Trump,1,457,"No discrimination against African- Americans, against Muslims, against anybody.",79,9,no discrimination against african americans against muslims against anybody,9,no discrimination against african americans against muslims against anybody,discrimination african americans muslims anybody,discrimin african american muslim anybodi,discrimination african american muslim anybody,discrimination african american muslim anybody,0.216,0.784,0.0,-0.296,negative
trump_1st.txt,Trump,1,458,And it's a tremendously successful club.,40,6,and it is a tremendously successful club,7,and it is a tremendously successful club,tremendously successful club,tremend success club,tremendously successful club,tremendously successful club,0.0,0.494,0.506,0.624,positive
trump_1st.txt,Trump,1,459,And I'm so glad I did it.,25,7,and i am so glad i did it,8,and i am so glad i did it,glad,glad,glad,glad,0.0,0.564,0.436,0.5949,positive
trump_1st.txt,Trump,1,460,And I have been given great credit for what I did.,50,11,and i have been given great credit for what i did,11,and i have been given great credit for what i did,given great credit,given great credit,give great credit,give great credit,0.0,0.511,0.489,0.7717,positive
trump_1st.txt,Trump,1,461,"And I'm very, very proud of it.",31,7,and i am very very proud of it,8,and i am very very proud of it,proud,proud,proud,proud,0.0,0.62,0.38,0.5678,positive
trump_1st.txt,Trump,1,462,And that's the way I feel.,26,6,and that is the way i feel,7,and that is the way i feel,way feel,way feel,way feel,way feel,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,463,That is the true way I feel.,28,7,that is the true way i feel,7,that is the true way i feel,true way feel,true way feel,true way feel,true way feel,0.0,0.641,0.359,0.4215,positive
trump_1st.txt,Trump,1,464,"I do want to say that I was just endorsed -- and more are coming next week -- it will be over 200 admirals, many of them here -- admirals and generals endorsed me to lead this country.",184,38,i do want to say that i was just endorsed and more are coming next week it will be over admirals many of them here admirals and generals endorsed me to lead this country,34,i do want to say that i was just endorsed and more are coming next week it will be over admirals many of them here admirals and generals endorsed me to lead this country,want endorsed coming next week admirals many admirals generals endorsed lead country,want endors come next week admir mani admir gener endors lead countri,want endorse come next week admiral many admiral general endorse lead country,want endorse come next week admiral many admiral general endorse lead country,0.0,0.751,0.249,0.8074,positive
trump_1st.txt,Trump,1,465,"That just happened, and many more are coming.",45,8,that just happened and many more are coming,8,that just happened and many more are coming,happened many coming,happen mani come,happen many come,happen many come,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,466,And I'm very proud of it.,25,6,and i am very proud of it,7,and i am very proud of it,proud,proud,proud,proud,0.0,0.596,0.404,0.5256,positive
trump_1st.txt,Trump,1,467,"In addition, I was just endorsed by ICE.",40,8,in addition i was just endorsed by ice,8,in addition i was just endorsed by ice,addition endorsed ice,addit endors ice,addition endorse ice,addition endorse ice,0.0,0.75,0.25,0.25,positive
trump_1st.txt,Trump,1,468,They've never endorsed anybody before on immigration.,53,7,they have never endorsed anybody before on immigration,8,they have never endorsed anybody before on immigration,never endorsed anybody immigration,never endors anybodi immigr,never endorse anybody immigration,never endorse anybody immigration,0.225,0.775,0.0,-0.1877,negative
trump_1st.txt,Trump,1,469,I was just endorsed by ICE.,27,6,i was just endorsed by ice,6,i was just endorsed by ice,endorsed ice,endors ice,endorse ice,endorse ice,0.0,0.667,0.333,0.25,positive
trump_1st.txt,Trump,1,470,"I was just recently endorsed -- 16,500 Border Patrol agents.",60,10,i was just recently endorsed border patrol agents,8,i was just recently endorsed border patrol agents,recently endorsed border patrol agents,recent endors border patrol agent,recently endorse border patrol agent,recently endorse border patrol agent,0.0,0.8,0.2,0.25,positive
trump_1st.txt,Trump,1,471,"So when Secretary Clinton talks about this, I mean, I'll take the admirals and I'll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge.",231,42,so when secretary clinton talks about this i mean i will take the admirals and i will take the generals any day over the political hacks that i see that have led our country so brilliantly over the last years with their knowledge,43,so when secretary clinton talks about this i mean i will take the admirals and i will take the generals any day over the political hacks that i see that have led our country so brilliantly over the last years with their knowledge,talks mean take admirals take generals day political hacks see led country brilliantly last years knowledge,talk mean take admir take gener day polit hack see led countri brilliantli last year knowledg,talk mean take admiral take general day political hack see led country brilliantly last year knowledge,talk mean take admiral take general day political hack see led country brilliantly last year knowledge,0.0,0.833,0.167,0.8232,positive
trump_1st.txt,Trump,1,472,OK?,3,1,ok,1,ok,,,,,0.0,0.0,1.0,0.296,positive
trump_1st.txt,Trump,1,473,Because look at the mess that we're in.,39,8,because look at the mess that we are in,9,because look at the mess that we are in,look mess,look mess,look mess,look mess,0.263,0.737,0.0,-0.3612,negative
trump_1st.txt,Trump,1,474,Look at the mess that we're in.,31,7,look at the mess that we are in,8,look at the mess that we are in,look mess,look mess,look mess,look mess,0.294,0.706,0.0,-0.3612,negative
trump_1st.txt,Trump,1,475,"As far as the cyber, I agree to parts of what Secretary Clinton said.",69,14,as far as the cyber i agree to parts of what secretary clinton said,14,as far as the cyber i agree to parts of what secretary clinton said,far cyber agree parts,far cyber agre part,far cyber agree part,far cyber agree part,0.0,0.828,0.172,0.3612,positive
trump_1st.txt,Trump,1,476,"We should be better than anybody else, and perhaps we're not.",61,11,we should be better than anybody else and perhaps we are not,12,we should be better than anybody else and perhaps we are not,better anybody else perhaps,better anybodi els perhap,well anybody else perhaps,well anybody else perhaps,0.0,0.775,0.225,0.4404,positive
trump_1st.txt,Trump,1,477,I don't think anybody knows it was Russia that broke into the DNC.,66,13,i do not think anybody knows it was russia that broke into the dnc,14,i do not think anybody knows it was russia that broke into the dnc,anybody knows russia broke dnc,anybodi know russia broke dnc,anybody know russia break dnc,anybody know russia break dnc,0.203,0.797,0.0,-0.4215,negative
trump_1st.txt,Trump,1,478,"She's saying Russia, Russia, Russia, but I don't -- maybe it was.",65,12,she is saying russia russia russia but i do not maybe it was,13,she is saying russia russia russia but i do not maybe it was,saying russia russia russia maybe,say russia russia russia mayb,say russia russia russia maybe,say russia russia russia maybe,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,479,"I mean, it could be Russia, but it could also be China.",55,12,i mean it could be russia but it could also be china,12,i mean it could be russia but it could also be china,mean russia china,mean russia china,mean russia china,mean russia china,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,480,It could also be lots of other people.,38,8,it could also be lots of other people,8,it could also be lots of other people,lots people,lot peopl,lot people,lot people,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,481,"It also could be somebody sitting on their bed that weighs 400 pounds, OK?",74,14,it also could be somebody sitting on their bed that weighs pounds ok,13,it also could be somebody sitting on their bed that weighs pounds ok,somebody sitting bed weighs pounds,somebodi sit bed weigh pound,somebody sit bed weighs pound,somebody sit bed weighs pound,0.0,0.816,0.184,0.4466,positive
trump_1st.txt,Trump,1,482,You don't know who broke in to DNC.,35,8,you do not know who broke in to dnc,9,you do not know who broke in to dnc,broke dnc,broke dnc,break dnc,break dnc,0.0,0.75,0.25,0.3252,positive
trump_1st.txt,Trump,1,483,But what did we learn with DNC?,31,7,but what did we learn with dnc,7,but what did we learn with dnc,learn dnc,learn dnc,learn dnc,learn dnc,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,484,"We learned that Bernie Sanders was taken advantage of by your people, by Debbie Wasserman Schultz.",98,16,we learned that bernie sanders was taken advantage of by your people by debbie wasserman schultz,16,we learned that bernie sanders was taken advantage of by your people by debbie wasserman schultz,learned bernie sanders taken advantage people debbie wasserman schultz,learn berni sander taken advantag peopl debbi wasserman schultz,learn bernie sander take advantage people debbie wasserman schultz,learn bernie sander take advantage people debbie wasserman schultz,0.0,0.882,0.118,0.25,positive
trump_1st.txt,Trump,1,485,Look what happened to her.,26,5,look what happened to her,5,look what happened to her,look happened,look happen,look happen,look happen,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,486,But Bernie Sanders was taken advantage of.,42,7,but bernie sanders was taken advantage of,7,but bernie sanders was taken advantage of,bernie sanders taken advantage,berni sander taken advantag,bernie sander take advantage,bernie sander take advantage,0.0,0.706,0.294,0.3612,positive
trump_1st.txt,Trump,1,487,That's what we learned.,23,4,that is what we learned,5,that is what we learned,learned,learn,learn,learn,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,488,"Now, whether that was Russia, whether that was China, whether it was another country, we don't know, because the truth is, under President Obama we've lost control of things that we used to have control over.",208,36,now whether that was russia whether that was china whether it was another country we do not know because the truth is under president obama we have lost control of things that we used to have control over,38,now whether that was russia whether that was china whether it was another country we do not know because the truth is under president obama we have lost control of things that we used to have control over,whether russia whether china whether another country truth president obama lost control things used control,whether russia whether china whether anoth countri truth presid obama lost control thing use control,whether russia whether china whether another country truth president obama lose control thing use control,whether russia whether china whether another country truth president obama lose control thing use control,0.06,0.881,0.06,0.0,neutral
trump_1st.txt,Trump,1,489,"We came in with the Internet, we came up with the Internet, and I think Secretary Clinton and myself would agree very much, when you look at what ISIS is doing with the Internet, they're beating us at our own game.",214,41,we came in with the internet we came up with the internet and i think secretary clinton and myself would agree very much when you look at what isis is doing with the internet they are beating us at our own game,42,we came in with the internet we came up with the internet and i think secretary clinton and myself would agree very much when you look at what isis is doing with the internet they are beating us at our own game,came internet came internet agree much look isis internet beating game,came internet came internet agre much look isi internet beat game,come internet come internet agree much look isi internet beating game,come internet come internet agree much look isi internet beating game,0.069,0.874,0.057,-0.128,negative
trump_1st.txt,Trump,1,490,ISIS.,5,1,isis,1,isis,isis,isi,isi,isi,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,491,"So we have to get very, very tough on cyber and cyber warfare.",62,13,so we have to get very very tough on cyber and cyber warfare,13,so we have to get very very tough on cyber and cyber warfare,get tough cyber cyber warfare,get tough cyber cyber warfar,get tough cyber cyber warfare,get tough cyber cyber warfare,0.28,0.72,0.0,-0.5059,negative
trump_1st.txt,Trump,1,492,It is -- it is a huge problem.,30,8,it is it is a huge problem,7,it is it is a huge problem,huge problem,huge problem,huge problem,huge problem,0.27,0.5,0.23,-0.1027,negative
trump_1st.txt,Trump,1,493,I have a son.,13,4,i have a son,4,i have a son,son,son,son,son,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,494,He's 10 years old.,18,4,he is years old,4,he is years old,years old,year old,year old,year old,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,495,He has computers.,17,3,he has computers,3,he has computers,computers,comput,computer,computer,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,496,"He is so good with these computers, it's unbelievable.",54,9,he is so good with these computers it is unbelievable,10,he is so good with these computers it is unbelievable,good computers unbelievable,good comput unbeliev,good computer unbelievable,good computer unbelievable,0.0,0.558,0.442,0.6748,positive
trump_1st.txt,Trump,1,497,"The security aspect of cyber is very, very tough.",49,9,the security aspect of cyber is very very tough,9,the security aspect of cyber is very very tough,security aspect cyber tough,secur aspect cyber tough,security aspect cyber tough,security aspect cyber tough,0.181,0.61,0.209,0.0846,positive
trump_1st.txt,Trump,1,498,And maybe it's hardly doable.,29,5,and maybe it is hardly doable,6,and maybe it is hardly doable,maybe hardly doable,mayb hardli doabl,maybe hardly doable,maybe hardly doable,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,499,"But I will say, we are not doing the job we should be doing.",60,14,but i will say we are not doing the job we should be doing,14,but i will say we are not doing the job we should be doing,job,job,job,job,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,500,But that's true throughout our whole governmental society.,58,8,but that is true throughout our whole governmental society,9,but that is true throughout our whole governmental society,true throughout whole governmental society,true throughout whole government societi,true throughout whole governmental society,true throughout whole governmental society,0.0,0.654,0.346,0.5719,positive
trump_1st.txt,Trump,1,501,"We have so many things that we have to do better, Lester, and certainly cyber is one of them.",93,19,we have so many things that we have to do better lester and certainly cyber is one of them,19,we have so many things that we have to do better lester and certainly cyber is one of them,many things better certainly cyber,mani thing better certainli cyber,many thing well certainly cyber,many thing well certainly cyber,0.0,0.762,0.238,0.6486,positive
trump_1st.txt,Trump,1,502,"Well, first I have to say one thing, very important.",52,10,well first i have to say one thing very important,10,well first i have to say one thing very important,first thing important,first thing import,first thing important,first thing important,0.0,0.625,0.375,0.4927,positive
trump_1st.txt,Trump,1,503,Secretary Clinton is talking about taking out ISIS.,51,8,secretary clinton is talking about taking out isis,8,secretary clinton is talking about taking out isis,talking taking isis,talk take isi,talk take isi,talk take isi,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,504,"""We will take out ISIS.""",24,5,we will take out isis,5,we will take out isis,take isis,take isi,take isi,take isi,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,505,"Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out -- what, they shouldn't have been in, but once they got in, the way they got out was a disaster.",208,40,well president obama and secretary clinton created a vacuum the way they got out of iraq because they got out what they should not have been in but once they got in the way they got out was a disaster,40,well president obama and secretary clinton created a vacuum the way they got out of iraq because they got out what they should not have been in but once they got in the way they got out was a disaster,president obama created vacuum way got iraq got got way got disaster,presid obama creat vacuum way got iraq got got way got disast,president obama create vacuum way get iraq get got way get disaster,president obama create vacuum way get iraq get got way get disaster,0.129,0.801,0.07,-0.6808,negative
trump_1st.txt,Trump,1,506,And ISIS was formed.,20,4,and isis was formed,4,and isis was formed,isis formed,isi form,isi form,isi form,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,507,So she talks about taking them out.,35,7,so she talks about taking them out,7,so she talks about taking them out,talks taking,talk take,talk take,talk take,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,508,She's been doing it a long time.,32,7,she is been doing it a long time,8,she is been doing it a long time,long time,long time,long time,long time,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,509,She's been trying to take them out for a long time.,51,11,she is been trying to take them out for a long time,12,she is been trying to take them out for a long time,trying take long time,tri take long time,try take long time,try take long time,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,510,"But they wouldn't have even been formed if they left some troops behind, like 10,000 or maybe something more than that.",119,21,but they would not have even been formed if they left some troops behind like or maybe something more than that,21,but they would not have even been formed if they left some troops behind like or maybe something more than that,even formed left troops behind like maybe something,even form left troop behind like mayb someth,even form leave troop behind like maybe something,even form leave troop behind like maybe something,0.0,0.86,0.14,0.5023,positive
trump_1st.txt,Trump,1,511,And then you wouldn't have had them.,36,7,and then you would not have had them,8,and then you would not have had them,,,,,0.0,1.0,0.0,0.0,neutral
trump_1st.txt,Trump,1,512,"Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil -- and we should have taken the oil -- ISIS would not have been able to form either, because the oil was their primary source of income.",255,53,or as i have been saying for a long time and i think you will agree because i said it to you once had we taken the oil and we should have taken the oil isis would not have been able to form either because the oil was their primary source of income,53,or as i have been saying for a long time and i think you will agree because i said it to you once had we taken the oil and we should have taken the oil isis would not have been able to form either because the oil was their primary source of income,saying long time agree taken oil taken oil isis able form either oil primary source income,say long time agre taken oil taken oil isi abl form either oil primari sourc incom,say long time agree take oil take oil isi able form either oil primary source income,say long time agree take oil take oil isi able form either oil primary source income,0.0,0.951,0.049,0.3612,positive
trump_1st.txt,Trump,1,513,"And now they have the oil all over the place, including the oil -- a lot of the oil in Libya, which was another one of her disasters.",133,28,and now they have the oil all over the place including the oil a lot of the oil in libya which was another one of her disasters,27,and now they have the oil all over the place including the oil a lot of the oil in libya which was another one of her disasters,oil place including oil lot oil libya another disasters,oil place includ oil lot oil libya anoth disast,oil place include oil lot oil libya another disaster,oil place include oil lot oil libya another disaster,0.122,0.878,0.0,-0.5574,negative
trump_1st.txt,Trump,1,514,Wrong.,6,1,wrong,1,wrong,wrong,wrong,wrong,wrong,1.0,0.0,0.0,-0.4767,negative
trump_1st.txt,Trump,1,515,Wrong.,6,1,wrong,1,wrong,wrong,wrong,wrong,wrong,1.0,0.0,0.0,-0.4767,negative
trump_1st.txt,Trump,1,516,Wrong.,6,1,wrong,1,wrong,wrong,wrong,wrong,wrong,1.0,0.0,0.0,-0.4767,negative
trump_1st.txt,Trump,1,517,"Well, I have to respond.",24,5,well i have to respond,5,well i have to respond,respond,respond,respond,respond,0.0,0.588,0.412,0.2732,positive
trump_1st.txt,Trump,1,518,"The secretary said very strongly about working with -- we've been working with them for many years, and we have the greatest mess anyone's ever seen.",149,26,the secretary said very strongly about working with we have been working with them for many years and we have the greatest mess anyone is ever seen,27,the secretary said very strongly about working with we have been working with them for many years and we have the greatest mess anyone is ever seen,strongly working working many years greatest mess anyone ever seen,strongli work work mani year greatest mess anyon ever seen,strongly work work many year great mess anyone ever see,strongly work work many year great mess anyone ever see,0.078,0.717,0.205,0.624,positive
trump_1st.txt,Trump,1,519,"You look at the Middle East, it's a total mess.",47,10,you look at the middle east it is a total mess,11,you look at the middle east it is a total mess,look middle east total mess,look middl east total mess,look middle east total mess,look middle east total mess,0.238,0.762,0.0,-0.3612,negative
trump_1st.txt,Trump,1,520,"Under your direction, to a large extent.",40,7,under your direction to a large extent,7,under your direction to a large extent,direction large extent,direct larg extent,direction large extent,direction large extent,0.0,1.0,0.0,0.0,neutral
